missing_documents,document_errors,dependencies,inspection_required,application_complexity,days_to_deadline,number_of_requirements,high_risk
2,0,2,0,1,97,11,0
2,0,0,0,2,54,6,0
0,2,1,0,2,70,9,0
1,0,1,1,2,103,10,0
2,1,2,1,2,57,5,1
3,0,3,0,2,40,12,1
1,0,1,0,2,87,12,0
0,0,1,1,3,38,6,0
1,0,4,1,3,47,4,1
0,1,0,0,3,106,4,0
1,2,1,0,3,53,7,0
1,0,0,1,3,30,5,0
1,1,1,1,2,100,4,0
2,0,0,1,2,77,9,0
1,0,2,0,2,92,9,0
1,3,0,0,1,39,4,0
1,0,2,0,2,94,10,0
2,2,2,1,3,114,8,1
1,2,0,1,2,20,6,1
0,0,1,0,1,23,5,0
2,0,0,1,2,68,12,0
2,1,0,1,1,87,5,0
1,0,1,0,2,1,6,0
0,1,2,1,2,66,11,0
1,2,2,1,2,16,10,1
3,0,3,0,2,117,14,1
2,1,2,1,1,87,4,1
2,2,0,0,2,119,6,0
2,1,1,1,1,26,11,1
2,1,0,1,2,95,6,1
1,0,0,1,2,46,8,0
0,0,2,1,1,13,7,0
0,1,0,0,3,58,12,0
0,0,0,0,2,56,12,0
3,1,0,1,1,60,12,1
3,1,1,0,2,102,9,1
0,0,1,1,1,34,9,0
2,0,0,0,1,76,10,0
1,0,1,0,3,24,4,0
0,3,0,0,2,105,10,1
2,2,0,1,3,55,7,0
2,0,1,0,2,96,14,1
2,2,3,1,3,33,6,1
2,0,2,0,3,38,4,0
0,0,2,1,1,117,14,0
2,0,1,1,1,24,5,0
0,1,1,0,2,67,9,0
1,2,0,0,2,39,8,0
0,2,0,0,2,47,6,0
4,0,0,0,1,83,9,0
1,1,0,1,3,94,12,1
0,0,0,0,1,58,5,0
3,0,1,1,3,76,11,1
4,0,2,1,2,6,13,1
4,1,1,0,1,28,7,1
0,1,0,1,3,89,11,0
0,1,1,1,2,80,14,0
3,2,1,0,2,6,14,1
1,1,1,1,3,107,11,1
1,1,2,1,1,49,14,0
1,0,2,0,1,37,12,0
1,0,0,0,1,56,9,0
0,0,1,0,1,47,5,0
0,2,0,0,3,60,13,0
3,0,1,1,3,20,7,1
1,0,0,0,2,17,12,0
1,1,1,1,2,118,11,0
3,0,1,0,3,89,7,1
1,1,0,0,1,43,12,0
0,1,2,1,1,102,11,0
2,0,3,0,3,95,12,1
0,1,1,0,2,84,14,0
4,0,2,0,1,86,7,1
4,3,1,0,2,114,12,1
2,0,0,0,1,100,4,0
0,0,1,0,2,31,11,0
2,2,1,1,2,87,5,0
2,1,2,1,1,20,6,1
1,1,2,1,3,60,6,1
2,0,2,1,2,9,13,1
3,2,2,0,2,21,8,1
2,0,0,0,2,86,8,0
2,1,2,1,2,45,7,1
1,1,0,0,1,20,10,0
0,0,0,0,1,117,14,0
1,0,1,0,2,112,11,0
3,0,1,1,2,28,5,1
1,1,1,0,1,72,9,0
1,1,1,0,3,35,5,0
2,1,1,0,3,96,5,0
0,0,1,1,1,82,6,0
1,1,0,0,1,52,11,0
1,0,1,1,2,111,13,0
2,0,1,0,1,88,6,0
0,1,0,0,3,19,14,1
1,0,1,0,2,53,6,0
0,0,0,0,1,99,7,0
1,0,1,0,2,65,5,0
2,1,1,1,1,12,4,1
0,0,2,0,2,93,10,0
3,1,1,1,1,58,8,1
0,1,1,0,3,29,5,0
0,0,5,0,2,98,10,0
2,1,2,1,3,106,7,1
1,0,0,1,1,70,8,0
1,0,1,0,2,86,13,0
3,1,2,0,3,29,8,1
2,2,0,1,2,89,8,0
0,0,1,0,2,108,11,0
1,1,2,1,3,29,13,1
0,2,0,1,3,113,12,1
0,1,1,0,3,11,9,0
0,0,3,1,2,54,7,0
1,0,0,0,2,9,5,0
0,1,2,1,2,54,5,1
1,1,1,1,2,77,12,1
1,1,0,1,1,104,12,0
3,1,3,1,3,18,7,1
0,0,2,1,2,106,14,0
0,1,1,0,2,119,14,0
1,0,0,0,3,8,10,0
2,0,2,0,3,115,6,0
1,0,0,0,1,108,9,0
1,0,1,1,2,4,13,1
2,0,0,0,2,8,9,0
1,2,0,1,1,87,9,0
0,0,1,0,1,50,9,0
3,1,1,0,2,32,13,1
1,2,1,0,3,49,8,0
0,0,2,1,3,41,6,1
1,0,1,0,2,117,9,0
1,1,1,0,2,29,10,0
0,3,1,0,1,11,14,1
4,0,1,1,3,99,5,1
1,0,2,0,3,100,14,0
1,1,1,1,3,107,12,0
1,0,5,0,2,116,11,0
3,0,1,0,1,5,6,1
1,0,2,1,2,92,6,0
1,1,3,1,2,33,8,0
0,2,2,1,2,51,6,0
1,1,2,0,1,54,11,0
1,0,1,1,1,118,12,0
3,0,2,0,2,63,9,1
1,0,1,1,3,27,11,0
0,0,0,0,2,11,12,0
0,0,1,0,3,71,14,0
1,0,1,0,1,99,11,0
1,0,2,1,2,85,6,0
1,1,0,1,2,112,5,0
0,2,0,0,1,5,14,0
1,1,0,0,2,48,12,0
1,3,1,0,1,73,13,0
1,1,1,0,3,103,8,0
0,0,2,1,3,38,5,0
0,0,0,0,1,81,10,0
1,1,1,0,2,25,11,0
1,0,3,0,2,71,6,0
1,0,0,0,1,93,9,0
2,0,2,1,2,98,8,0
0,1,1,0,3,54,6,0
3,1,3,1,3,57,12,1
1,0,2,1,1,105,9,0
0,2,1,0,2,66,14,0
2,0,0,0,1,42,4,0
1,0,1,1,1,33,14,0
1,1,0,1,1,85,11,0
0,0,1,0,1,85,11,0
2,3,1,1,2,64,7,1
0,0,2,0,2,19,4,0
4,4,1,0,2,20,6,1
4,0,0,0,2,29,8,0
0,0,0,1,1,2,7,0
1,1,0,0,3,58,6,0
0,4,0,0,3,50,4,0
2,0,4,0,1,46,11,0
4,1,0,0,2,112,11,0
1,0,0,0,1,29,5,0
0,2,2,1,3,97,12,1
0,0,0,0,2,23,14,0
5,0,2,1,1,73,14,1
3,2,1,1,2,103,6,1
0,1,1,1,2,100,8,0
1,1,2,1,1,71,4,0
1,1,0,0,2,25,4,0
0,0,0,0,2,45,13,0
0,0,0,0,1,51,14,0
3,0,0,0,1,101,6,0
0,1,0,0,3,45,9,0
1,0,3,1,3,99,4,0
0,0,2,1,2,114,12,0
3,0,0,0,2,14,10,1
1,1,0,1,2,112,7,0
0,0,1,0,2,68,14,0
1,1,0,0,2,72,5,0
2,1,1,0,1,37,6,0
0,1,2,0,1,40,12,0
0,0,1,0,1,65,8,0
0,2,2,0,2,24,11,1
3,1,4,0,2,86,6,1
1,2,0,0,2,80,11,0
1,3,0,1,2,2,10,1
2,1,5,0,3,26,4,1
0,0,0,1,1,62,7,0
0,1,1,1,2,89,7,0
1,2,0,0,3,35,10,0
0,2,2,0,2,106,8,0
0,0,3,1,2,64,9,0
2,0,1,0,1,65,5,0
1,1,3,0,3,14,14,1
1,3,0,1,2,75,12,1
0,1,1,1,3,98,11,0
1,1,0,1,3,26,7,1
0,1,4,1,3,65,11,1
2,0,0,0,1,1,6,0
1,1,0,1,2,26,9,0
0,2,1,0,1,9,6,1
0,0,0,1,1,92,7,0
3,1,1,0,1,119,11,1
0,1,1,0,2,5,7,0
2,1,0,0,2,84,12,0
1,1,2,1,2,71,9,1
3,1,0,0,2,84,14,0
1,0,2,1,1,60,6,0
1,0,1,0,2,118,14,0
0,0,0,0,2,5,5,0
1,0,0,0,1,18,10,0
2,1,2,0,2,30,8,0
1,0,2,1,2,94,12,1
1,1,0,1,2,10,5,0
0,0,0,1,3,15,6,0
1,1,0,0,2,88,6,0
1,0,3,0,2,50,14,0
1,1,2,1,3,84,9,1
0,0,0,1,1,44,5,0
1,0,1,1,2,11,12,1
0,0,0,0,3,72,7,0
2,1,1,1,3,13,6,1
1,0,0,0,2,57,9,0
1,0,1,1,1,105,12,0
0,1,2,1,2,22,13,1
1,1,0,1,3,24,4,0
0,1,1,0,2,113,13,1
0,0,0,1,1,37,14,0
2,0,2,0,1,45,7,0
1,0,0,0,3,82,9,0
4,1,1,1,2,16,8,1
0,1,1,0,3,8,9,0
1,1,0,0,2,101,11,0
1,2,2,1,2,113,11,1
0,1,1,1,1,118,9,0
3,1,0,0,2,3,9,1
3,1,1,0,2,64,9,0
1,0,1,1,1,102,8,1
2,1,1,0,2,101,5,0
1,1,2,0,1,43,8,0
2,0,2,0,3,59,11,1
1,1,3,1,1,18,14,0
1,1,0,0,2,17,12,0
2,1,0,0,2,45,13,1
0,1,0,1,1,28,12,0
2,0,0,1,2,116,9,0
3,0,1,1,3,10,11,1
0,0,0,1,2,63,13,0
1,0,0,1,2,67,6,0
2,0,1,0,3,8,5,0
2,0,0,0,3,53,6,1
1,1,2,1,3,113,9,0
0,0,1,1,2,14,12,0
0,0,2,1,2,18,8,0
1,0,1,0,2,20,14,0
0,2,0,1,2,7,7,0
0,1,1,1,2,106,9,0
1,1,0,0,3,6,14,1
1,0,2,1,2,34,5,0
1,0,2,1,3,99,13,1
0,0,3,1,3,119,5,0
2,1,3,1,2,19,13,1
1,0,2,0,1,43,7,0
0,0,1,1,3,22,10,0
1,4,2,0,1,23,11,1
1,0,1,1,3,113,8,0
1,0,1,1,1,41,10,0
1,0,0,1,1,73,12,0
3,1,2,1,1,19,13,1
1,0,0,1,1,34,5,0
1,1,2,0,3,43,9,1
3,0,1,0,1,70,13,0
0,0,1,0,1,108,10,0
1,1,0,1,2,29,4,0
0,0,1,1,3,77,5,0
3,0,1,1,2,59,13,1
1,1,0,0,3,95,8,0
1,0,2,1,1,40,11,0
3,2,1,0,3,51,13,1
1,0,1,1,2,75,4,0
1,0,1,1,3,53,9,0
0,1,3,0,2,91,5,0
2,2,0,1,3,2,13,1
0,0,0,0,2,42,8,0
1,2,1,0,2,21,13,1
0,0,1,1,2,18,7,0
1,2,2,1,1,7,5,1
1,1,4,0,3,43,13,1
0,0,1,0,3,26,10,0
1,2,2,0,3,91,6,0
2,0,0,0,2,60,11,0
1,0,1,0,3,94,8,0
1,1,2,0,2,106,4,0
2,0,0,1,3,94,6,0
2,0,1,0,1,51,12,0
4,1,3,0,2,116,5,1
3,0,1,0,1,46,7,0
1,0,1,0,2,99,6,0
1,0,1,1,2,21,12,1
0,0,0,0,3,116,13,0
1,1,1,0,3,37,12,0
2,1,0,1,2,75,11,1
1,0,1,1,3,43,4,0
2,0,0,0,2,28,14,0
2,0,0,0,2,40,5,0
2,0,0,1,2,73,8,0
0,1,2,1,1,14,13,0
2,1,1,1,1,24,6,0
1,0,1,0,2,110,6,0
2,0,1,1,2,11,4,1
0,0,0,0,2,86,7,0
2,1,2,0,3,36,9,0
2,0,4,1,1,38,9,0
1,1,1,1,3,44,4,0
0,0,1,0,3,46,6,0
4,0,1,0,3,85,4,1
0,0,1,1,2,96,6,0
3,0,0,0,1,44,10,0
4,1,0,0,3,21,4,1
0,0,0,0,2,1,5,0
1,1,1,0,3,87,9,0
2,1,1,1,1,110,10,0
1,0,2,0,2,5,13,1
1,0,3,0,2,71,10,0
2,0,0,1,2,26,14,0
0,0,2,0,3,26,11,0
3,1,0,1,1,99,10,0
2,1,0,0,1,31,8,0
0,1,1,1,1,37,5,0
0,2,2,1,1,15,11,1
1,0,0,1,1,108,14,0
2,2,0,0,1,108,8,0
2,1,0,1,2,109,7,0
1,0,4,1,2,28,5,0
0,1,1,0,3,23,10,0
1,0,1,0,2,112,7,0
0,0,0,0,1,73,4,0
1,0,2,0,3,32,4,0
0,0,0,0,2,6,7,0
3,0,2,1,1,96,9,0
2,0,0,1,2,96,9,0
0,1,0,0,3,2,12,0
0,0,2,1,2,57,9,0
1,0,1,1,3,58,12,1
2,0,1,0,1,56,7,0
1,0,2,1,1,44,6,0
0,0,0,1,1,40,9,0
3,0,0,0,3,40,5,0
0,0,0,0,2,110,12,0
1,1,2,0,2,119,6,0
2,0,1,1,3,14,14,1
2,0,2,0,2,86,14,0
0,0,1,0,1,69,9,0
0,0,0,0,2,31,7,0
0,1,1,0,1,23,7,0
1,0,0,0,2,90,8,0
0,0,2,1,3,44,9,0
1,0,0,0,2,16,4,0
0,0,0,1,2,116,6,0
2,1,0,0,2,111,12,0
1,0,1,0,1,50,4,0
2,0,2,0,2,51,8,0
3,0,0,0,2,51,13,0
0,0,4,1,1,23,4,0
2,0,0,1,1,13,14,0
1,0,3,0,2,33,9,0
0,0,0,1,2,47,8,0
1,1,2,1,2,19,11,1
2,0,2,0,3,5,12,1
2,1,0,1,1,111,9,1
0,2,2,1,1,105,4,0
2,0,0,1,3,37,14,1
2,1,0,0,1,74,4,0
3,0,1,0,3,17,13,1
